Дата;Инн;КБК;Наименование КБК;Сальдо
01.05.2015;0266036453;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-8337,3
01.05.2015;0266028580;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-1058
01.05.2015;0266030130;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-595
01.05.2015;5609093000;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-4597,83
01.05.2015;0266030839;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-13423
01.05.2015;0266032699;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-25187
01.05.2015;0266032699;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-150
01.05.2015;0266032699;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-2799
01.05.2015;0266025211;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-2566,59
01.05.2015;0266025211;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-330,06
01.05.2015;0266030910;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-2452
01.05.2015;0266033597;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-82,38
01.05.2015;0266016665;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-382
01.05.2015;0266025638;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-2036
01.05.2015;0266017098;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-63
01.05.2015;0266017098;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-593
01.05.2015;0266030290;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-6424
01.05.2015;0266030290;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-57812
01.05.2015;0266030290;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-124735
01.05.2015;0266017250;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-98,9
01.05.2015;0266017250;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-218,35
01.05.2015;0266017436;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-189,49
01.05.2015;0266017436;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-167
01.05.2015;0266023461;18210503010010000110;Единый сельскохозяйственный налог;-39180
01.05.2015;0266016915;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-105
01.05.2015;0266016915;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-350,4
01.05.2015;0266016915;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-52022,68
01.05.2015;0266012491;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-113
01.05.2015;0266012491;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-59,03
01.05.2015;0266012491;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-140
01.05.2015;0266006900;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-468
01.05.2015;0266018493;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-48360,45
01.05.2015;0266015333;18210907052040000110;Прочие местные налоги и сборы;-56,8
01.05.2015;0266015333;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-884,92
01.05.2015;0266015333;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-177
01.05.2015;0266015333;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-299
01.05.2015;0266022130;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-120
01.05.2015;0266016390;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-684,56
01.05.2015;0266016390;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-32235
01.05.2015;0266017725;18210301000010000110;НДС Налогового агента;-375
01.05.2015;7805651216;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-5898
01.05.2015;0266001179;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-2016
01.05.2015;0266033195;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-71163,01
01.05.2015;0266033195;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-75514
01.05.2015;0266033195;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-5058
01.05.2015;0266024955;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-3146
01.05.2015;0266024955;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-3043
01.05.2015;0266024955;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-4754
01.05.2015;0266024955;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-5325
01.05.2015;0266012798;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-107
01.05.2015;0266012798;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-332
01.05.2015;0266035386;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-7022
01.05.2015;7709677645;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-9602,82
01.05.2015;0266021175;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-90
01.05.2015;0266021175;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-1164
01.05.2015;0266021175;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-330
01.05.2015;0266021175;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-503
01.05.2015;0266024810;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-40801
01.05.2015;0266024810;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-4533
01.05.2015;0266024810;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-301
01.05.2015;0266024810;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-42331,26
01.05.2015;0266027314;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-150156,5
01.05.2015;0266027314;18210301000010000110;НДС Налогового агента;-25016
01.05.2015;0266022725;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1263945,95
01.05.2015;0266031744;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-6334
01.05.2015;0266031575;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-11693
01.05.2015;0266031575;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-7458
01.05.2015;0266031575;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-7128
01.05.2015;0266031575;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-3549
01.05.2015;0266031575;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-31937
01.05.2015;0266032900;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-425,36
01.05.2015;0266032900;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-5004
01.05.2015;0266029590;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-5623,18
01.05.2015;0266031335;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-5253,24
01.05.2015;0266031134;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-1067
01.05.2015;0266031134;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-2382
01.05.2015;0266031134;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-16426
01.05.2015;0266031134;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-4808
01.05.2015;0266041238;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1529
01.05.2015;0266025571;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-39749,75
01.05.2015;0266025571;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-27939
01.05.2015;0266025571;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-1859
01.05.2015;0266025571;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-1987
01.05.2015;0266025571;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-3207
01.05.2015;0266025571;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-8634
01.05.2015;0259006673;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-250
01.05.2015;0266019909;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-153
01.05.2015;0266019909;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-577
01.05.2015;0266019909;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-488
01.05.2015;0266019909;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-75
01.05.2015;0266032868;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-51790,02
01.05.2015;0266022524;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-64447
01.05.2015;0266026141;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-7275
01.05.2015;0266028572;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-475
01.05.2015;0266032459;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-595
01.05.2015;0266030317;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-4540
01.05.2015;0266010631;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-33475
01.05.2015;0266010631;18210301000010000110;НДС Налогового агента;-112510,33
01.05.2015;0266026085;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-12404
01.05.2015;0266026085;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-14691,7
01.05.2015;0266026085;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-62159,49
01.05.2015;0266024338;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-4178
01.05.2015;0266024338;18210301000010000110;НДС Налогового агента;-1121
01.05.2015;0266014019;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-319
01.05.2015;0266012406;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-210
01.05.2015;0266029336;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-8919
01.05.2015;0266021552;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-66637,45
01.05.2015;0266022027;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-6239
01.05.2015;0266022027;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-887
01.05.2015;0266022027;18210301000010000110;НДС Налогового агента;-8002,03
01.05.2015;0266033212;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-297
01.05.2015;0266033212;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-166
01.05.2015;0266022637;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-22135,13
01.05.2015;0266022637;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-1500
01.05.2015;0266021471;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-2817
01.05.2015;0266029713;18210501021010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы, уменьшенные на величину расходов;-48103
01.05.2015;0266030243;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1104481,67
01.05.2015;0266017718;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-257
01.05.2015;0266017718;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-898,5
01.05.2015;0266033847;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-42576,41
01.05.2015;0266033847;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-6317
01.05.2015;0266027850;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-171
01.05.2015;0266017429;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-2369
01.05.2015;0266017429;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-395
01.05.2015;0266025980;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-9359,03
01.05.2015;0266014900;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-86,15
01.05.2015;0266014900;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-874,74
01.05.2015;0266014900;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-86,31
01.05.2015;0266020157;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-108
01.05.2015;0266020157;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-147
01.05.2015;0266020157;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-180
01.05.2015;0266020157;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-102
01.05.2015;0266021753;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-684
01.05.2015;0266012533;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-639
01.05.2015;0266007188;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-438
01.05.2015;0266024994;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-100332,13
01.05.2015;0266024994;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-14408,69
01.05.2015;0266024994;18210301000010000110;НДС Налогового агента;-3549
01.05.2015;0266025726;18210301000010000110;НДС Налогового агента;-1364
01.05.2015;0266008216;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-4805
01.05.2015;0266017228;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-354,55
01.05.2015;0266024546;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-464
01.05.2015;0266024546;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-49991
01.05.2015;0266034375;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-88
01.05.2015;0266021305;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-5605,79
01.05.2015;0266016898;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-59476
01.05.2015;0266016898;18210501022010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-11132
01.05.2015;0266016898;18210501030010000110;Минимальный налог, зачисляемый в бюджеты государственных внебюджетных фондов (уплаченный (взысканный) за налоговые периоды, истекшие до 1 января 2011 года);-427
01.05.2015;0266016898;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-34006
01.05.2015;0266032988;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1040
01.05.2015;0266019899;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-15544
01.05.2015;0266032674;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-166464
01.05.2015;0266029921;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-35393
01.05.2015;0266029921;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-505762
01.05.2015;0266029921;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-187853,58
01.05.2015;0266029921;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-520212
01.05.2015;0266029921;18210102010010000110;(НА)Налог на доходы физических лиц с доходов, источником которых является налоговый агент, за исключением доходов, в отношении которых исчисление и уплата налога осуществляются в соответствии со статьями 227, 227 и 228 Налогового кодекса Российской Федера;-23228
01.05.2015;0266022299;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-57
01.05.2015;0273099479;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-8345
01.05.2015;0266030116;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-258
01.05.2015;0266022500;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-125958
01.05.2015;0266022500;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-19556
01.05.2015;0266022500;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-144492
01.05.2015;0266022500;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-10669
01.05.2015;0266022500;18210909030080000110;Единый социальный налог, зачисляемый в Федеральный фонд обязательного медицинского страхования;-5512
01.05.2015;0266022500;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-5156
01.05.2015;0266022500;18210502010020000110;Единый налог на вмененный доход для отдельных видов деятельности;-9048,46
01.05.2015;0266018905;18210909020070000110;(НА)Единый социальный налог(взнос), зачисляемый в Фонд  социального страхования РФ;-60
01.05.2015;0266018905;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-99,18
01.05.2015;0266018905;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-198
01.05.2015;0266014700;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-311,98
01.05.2015;0266014700;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-560,76
01.05.2015;0266014700;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-713,05
01.05.2015;0266014700;18210901020040000110;Налог на прибыль организаций, зачисл в местный бюджет;-324,96
01.05.2015;0266014700;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-282,6
01.05.2015;0266014700;18210909010010000110;(НА) Единый социальный налог (взнос),зачисляемый в федеральный бюджет;-2698,24
01.05.2015;0266014700;18210906010020000110;"Налог с продаж (в части сумм по расчетам за 2003 и погашения задолженности прошлых лет);";-62,75
01.05.2015;0266033773;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-102258
01.05.2015;0263014927;18210604011020000110;Транспортный налог с организаций;-25608,6
01.05.2015;0266024112;18210604011020000110;Транспортный налог с организаций;-40650
01.05.2015;0266024112;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;989
01.05.2015;0266024112;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;8901
01.05.2015;0266024112;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;0
01.05.2015;0266024112;18210102010010000110;(НА)Налог на доходы физических лиц с доходов, источником которых является налоговый агент, за исключением доходов, в отношении которых исчисление и уплата налога осуществляются в соответствии со статьями 227, 227 и 228 Налогового кодекса Российской Федера;-1785183
01.05.2015;0266024112;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-23342
01.05.2015;0266024112;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-17879,27
01.05.2015;0266025613;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-641
01.05.2015;0266033332;18210602010020000110;Налог на имущество организаций, за исключением имущества организаций, входящих в Единую систему газоснабжения;-46948
01.05.2015;0266018197;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-126
01.05.2015;0266018197;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-145,67
01.05.2015;0266018197;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-565,32
01.05.2015;0266018197;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-160
01.05.2015;0266031550;18210501012010000110;Единый налог, распределяемый по уровням бюджетной системы РФ;-137133
01.05.2015;0266019673;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-5765
01.05.2015;0266017130;18210501050010000110;Минимальный налог, зачисляемый в бюджеты субъектов Российской Федерации;-7324
01.05.2015;0266003095;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-615
01.05.2015;0266018060;18210908030070000140;Недоимка , пени и штрафы по взносам  в Фонд социального страхования РФ;-158
01.05.2015;0266018060;18210904030010000110;"Налог на пользователей автомобильных дорог (в части погашения задолженности прошлых лет);";-686
01.05.2015;0266018060;18210904010020000110;Налог на имущество предприятий (в части сумм, зачисляемых по расчетам за 2003 год, и погашения задолженности прошлых лет;-120,64
01.05.2015;0266018060;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1752
01.05.2015;0266017764;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-364636
01.05.2015;0266016601;18210501011010000110;Налог, взимаемый с налогоплательщиков, выбравших в качестве объекта налогообложения доходы;-49292
01.05.2015;0266011508;18210502020020000110;Единый налог на вмененный доход для отдельных видов деятельности (за налоговые периоды, истекшие до 01.01.2011 г.);-13994,97
01.05.2015;0266027307;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-3509229
01.05.2015;0266027307;18210101012020000110;Налог на прибыль организаций (резиденто), подлежащий уплате в бюджет субъекта Российской Федерации;-2018409
01.05.2015;0266027307;18210101011010000110;Налог на прибыль  организаций (резидентов), подлежащий уплате в федеральный бюджет;-169454,9
01.05.2015;0266027307;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-29959,96
01.05.2015;0266016827;18210907032040000110;Целевые сборы с граждан и предприятий, учреждений и организаций на содержание милиции, на благоустро;-233,64
01.05.2015;0266016827;18210301000010000110;Налог на добавленную стоимость на товары, производимые на территории Российской Федерации;-1267,88
